sentence,translated,fuel,machine,others,part,price,service
Payah payah gak ada yang becus nih bengkel honda . seminggu dari bengkel sudah bunyi lagi saja .,payah payah ora ana kang becus nih bengkel honda . sapendak saka bengkel wis uni maneh wae .,neutral,neutral,neutral,neutral,neutral,negative
"DAIHATSU TARUNA , Selain tampang nya modern kala itu , kapasitas penumpang nya banyak dan tentu saja , mobil ini sudah dibuat ala-ala SUV","daihatsu taruna , saliyane tampange modhern rikala iku , kapasitas penumpange akeh lan tamtu wae , mobil iki wis digawe ala-ala suv",neutral,neutral,neutral,positive,neutral,neutral
menurut saya dari segi kenyamanan sih bolehlah lumayan si xenia,manut aku saka segi kenyamanan sih oleh lah lumayan si xenia,neutral,neutral,positive,neutral,neutral,neutral
Avanza bahan bakar nya yang irit .,avanza bahan bakare kang irit .,positive,neutral,neutral,neutral,neutral,neutral
Toyota rush 2018 tarikan nya luar biasa,toyota rush 2018 tarikane luarbiasa,neutral,positive,neutral,neutral,neutral,neutral
Avanza mobil yang nyaman untuk keluarga dan tidak terlalu mahal perawatan nya,avanza mobil kang kepenak kanggo kulawarga lan ora pati larang perawatane,neutral,neutral,positive,neutral,neutral,positive
"saya baca di atas tetangga , xenia juga naik itu sekitar 2 - 3 juta . makin mahal saja ya mobil sekarang .","aku waca ing dhuwur tetangga , xenia uga munggah iku sawatara 2 -3 yuta . saya larang wae ya mobil saiki .",neutral,neutral,neutral,neutral,negative,neutral
Makanya kapok untuk datang ke bengkel Honda Autoland kalau untuk servis serius karena pasti akan dibantah,mula  wirang kanggo teka menyang bengkel honda autoland yen kanggo servis temen amarga mesthi arep dibantah,neutral,neutral,neutral,neutral,neutral,negative
Selalu setia menggunakan setiap produk nissan .,tansah setia migunakake saben produk nissan .,neutral,neutral,positive,neutral,neutral,neutral
"entah kenapa si avsen kalau untuk mobil perang jauh lebih oke , walau enggak stabil , enggak terlalu nyaman ,","embuh geneya si avsen yen kanggo mobil perang adoh luwih oke , sanadyan ora stabil , ora terlalu kepenak ,",neutral,neutral,negative,neutral,neutral,neutral
"suka sekali sama agya, tarikan nya itu loh halus banget","remen banget padha agya, tarikane iku loh alus banget",neutral,positive,neutral,neutral,neutral,neutral
"Gua terang pilih pajero , selain keren model nya dan kelihatan dinamis , mesin juga mantap , model dasboard sporty","gua terang pilih pajero , saliyane keren modhele lan katon dinamis , mesin uga mantep , modhel dasboard sporty",neutral,positive,positive,positive,neutral,neutral
"Toyota Rush saya sudah berusia 8 , tenaga nya kurang power full","toyota rush aku wis umur 8 , tenagane kurang power full",neutral,negative,neutral,neutral,neutral,neutral
"Sudah seminggu punya lexi , jauh lebih nyaman dibandingkan vario .","wis sapendak nduwe lexi , adoh luwih kepenak dibandhingake vario .",neutral,neutral,negative,neutral,neutral,neutral
Tarikan lincah pasti Avanza,tarikan lincah mesthi avanza,neutral,positive,neutral,neutral,neutral,neutral
xenia lari nya lebih lincah daripada avanza yang agak lemah,xenia mlayune luwih lincah daripada avanza kang rada ringkih,neutral,negative,neutral,neutral,neutral,neutral
tenaga maknyus bagus . Vario125 esp combi brake enak enggak memalukan .,tenaga maknyus apik . vario125 esp combi brake sekeca ora ngisin-isini .,neutral,positive,neutral,positive,neutral,neutral
avanza saya kopling nya memang agak keras juragan .,avanza aku koplinge pancen rada keras juragan .,neutral,neutral,neutral,negative,neutral,neutral
tetapi harga otr xi lebih mahal daripada li,nanging rega otr xi luwih larang daripada li,neutral,neutral,neutral,neutral,positive,neutral
Mitshubisi raja jalanan,mitshubisi raja dalanan,neutral,neutral,positive,neutral,neutral,neutral
"Ambil mobil di Bengkel Honda Pondok Indah . sudah selesai servis , tapi mobil kotor banget . tapi teknisi ngotot sudah dicuci .","jupuk mobil ing bengkel honda pondok endah . wis rampung servis , nanging mobil reged banget . nanging teknisi ngotot wis diumbah .",neutral,neutral,neutral,neutral,neutral,negative
gue pengguna xenia li vvti 2008 selama memakai tidak ada masalah lancar-lancar,aku  pengguna xenia li vvti 2008 lawase nganggo ora ana masalah lancar-lancar,neutral,neutral,positive,neutral,neutral,neutral
"memang xenia bandel , gue senang banget sama mobil gue ini .","pancen xenia bandel , aku  seneng banget karo mobil aku  iki .",neutral,positive,positive,neutral,neutral,neutral
yang jelas gue enggak menyesal pilih calya,kang jelas aku  ora menyesal pilih calya,neutral,neutral,positive,neutral,neutral,neutral
Kalo gue sih yang pemula . Lebih suka exterior brio . Cuma kalo kelengkapan fitur memang sirion,yen aku  sih kang pemula . luwih remen exterior brio . namung yen kelengkapan fitur pancen sirion,neutral,neutral,neutral,positive,neutral,neutral
Buat yang punya Avanza dan Xenia pasti sudah merasakan berisik nya suara di dalam kabin dan lemah nya bantingan mobil .,nggo kang nduwe avanza lan xenia mesthi wis ngrasakake ramene swara ing jero kabin lan lemahe bantingan mobil .,neutral,neutral,neutral,negative,neutral,neutral
avanza oke banget manuver nya,avanza oke banget manuvere,neutral,positive,neutral,neutral,neutral,neutral
"Avanza memiliki kapasitas 7 penumpang yang nyaman dan aman , dan daya tahan lebih baik berkat sasis semi - monokok yang digabung dengan sub-frame juragan","avanza nduweni kapasitas 7 penumpang kang kepenak lan aman , lan daya tahan luwih apik berkat sasis semi -monokok kang digabung karo sub-frame juragan",neutral,neutral,neutral,positive,neutral,neutral
"sudah harga nya mahal, fortuner ini juga konsumsi bahan bakar nya lumayan menguras dompet","wis regane larang, fortuner iki uga konsumsi bahan bakare lumayan menguras dompet",negative,neutral,negative,neutral,neutral,neutral
xenia li cukup mumpuni kok sebagai mobil irit dan cukup bertenaga .,xenia li cukup mumpuni kok dadi mobil irit lan cukup duwe tenaga .,positive,positive,neutral,neutral,neutral,neutral
fortuner sparepart nya susah dicari,fortuner spareparte angel digoleki,neutral,neutral,neutral,negative,neutral,neutral
"yang saya suka dari avanza itu volume nya yang besar, anak-anak bisa bebas bersantai di dalam mobil","kang aku remen saka avanza iku volumene kang gedhe, bocah-bocah bisa mardika bersantai sajroning mobil",neutral,neutral,neutral,positive,neutral,neutral
"saya punya xenia Li 08 family , sepanjang pemakaian nya belum ada keluhan sih .","aku nduwe xenia li 08 family , sakdawane panganggone durung ana keluhan sih .",neutral,neutral,positive,neutral,neutral,neutral
"Langsung kagum bgt dengan kenyamanan nya , mulai dari kedap nya kabin , bantingan suspensi dll","langsung gumun bgt karo kenyamanane , wiwit saka kedape kabin , bantingan suspensi dll",neutral,neutral,positive,positive,neutral,neutral
"fortuner gimana yah ... tenaga biasa aja , kalo pajero sport tenaga gak malu - maluin","fortuner priye yah ... tenaga kulina wae , yen pajero sport tenaga ora isin -maluin",neutral,positive,neutral,neutral,neutral,neutral
"12 cup holders kok kesan nya ga berfaedah buat mobil seven seater , nama nya aja seven seater ngapain sampe 12 wikwikwik , mendingan legain kabin drpd banyakin cup holder","12 cup holders kok kesane ora  maedahi gawe mobil seven seater , jenenge wae seven seater ngapa tekan 12 wikwikwik , mendingan legain kabin drpd banyakin cup holder",neutral,neutral,neutral,negative,neutral,neutral
Honda Brio punya setir yang presisi dan tegak seperti 86 begitu pun jok sporty - nya ala racing .,honda brio nduwe setir kang presisi lan jejeg kaya 86 mangkono uga jok sporty -e ala racing .,neutral,neutral,neutral,positive,neutral,neutral
"menyesal beli agya, tarikan lambat kalau dipakai rame-rame gak kuat","menyesal tuku agya, tarikan alon yen dianggo rame-rame ora kuwat",neutral,negative,neutral,neutral,neutral,neutral
Kalo soal overall si jelas banget pajero lebih menang ketimbang fortuner,yen soal overall si jelas banget pajero luwih menang tinimbang fortuner,neutral,neutral,negative,neutral,neutral,neutral
alasan nya harga fortuner di bawah harga pajero,alesane rega fortuner ing ngisor rega pajero,neutral,neutral,neutral,neutral,negative,neutral
Salah satu yang paling saya suka dari merek Honda ini adalah ultra seat,salah siji kang paling aku remen saka merek honda iki yaiku ultra seat,neutral,neutral,neutral,positive,neutral,neutral
semakin cantik saja nih avanza juragan,tansaya ayu wae nih avanza juragan,neutral,neutral,positive,neutral,neutral,neutral
"Mobil ini gue akui paling pas untuk kerja dengan mobilitas tinggi , gede nggak , kecil juga nggak , masuk2 kampung gang kecil tanjakan terjal lincah , dan yg paling penting penggerak roda belakang cocok buat segala medan","mobil iki aku  akoni paling trep kanggo nyambut gawe karo mobilitas dhuwur , gede ora , cilik uga ora , mlebu2 kampung gang cilik tanjakan terjal lincah , lan kang paling wigati penggerak rodha wuri cocog gawe kabeh medan",neutral,positive,neutral,positive,neutral,neutral
"Ignis Worth it mas dengan harga terendah 139,5 juta .","ignis worth it mas karo rega paling endhep 139,5 yuta .",neutral,neutral,neutral,neutral,positive,neutral
"Beli beat fi buat harian , Tarikan nya nyaman , irit banget kalau dibuat kuliah . Harga oke .","tuku beat fi gawe padinan , tarikane kepenak , irit banget yen digawe kuliyah . rega oke .",positive,positive,neutral,neutral,positive,neutral
Wuling confero S 1.5 L Lux+ ke jawa timur park 3 terasa kenyamanan mobil ini tidak limbung .,wuling confero s 1.5 l lux+ menyang jawa wetan park 3 krasa kenyamanan mobil iki ora limbung .,neutral,neutral,positive,neutral,neutral,neutral
"keren juga xpander , serasa mobil masa depan","keren uga xpander , kaya mobil masa ngarep",neutral,neutral,positive,neutral,neutral,neutral
"konsumsi bbm HRV juga irit banget bisa sampe 13,5 km / l","konsumsi bbm hrv uga irit banget bisa tekan 13,5 km / l",positive,neutral,neutral,neutral,neutral,neutral
kelebihan Avanza yang membuat saya jatuh hati sama avanza adalah penggunaan sistem penggerak roda belakang atau rear wheel drive .,kaluwihan avanza kang nggawe aku tiba ati padha avanza yaiku panggunaan sistem penggerak rodha wuri utawa rear wheel drive .,neutral,neutral,neutral,positive,neutral,neutral
Hadeh toyota prado segala rusak . Emang kata abang gue perawatan mobil matic itu susah,hadeh toyota prado kabeh rusak . emang tembung mas aku  pangopenan mobil matic iku angel,neutral,neutral,neutral,neutral,neutral,negative
"lebih nyaman All New Avanza , lebih gesit . akselerasi lebih baik .","luwih kepenak all new avanza , luwih gesit . akselerasi luwih apik .",neutral,positive,neutral,neutral,neutral,neutral
Toyota Rush cocok untuk segala musim berjiwa petualang .,toyota rush cocog kanggo kabeh musim berjiwa petualang .,neutral,neutral,positive,neutral,neutral,neutral
"saya pengguna xpander , saya coba di tanjakan-tanjakan dieng dengan penumpang 6 orang dewasa , oke-oke saja kok . Dan memang mantap ini mobil","aku pengguna xpander , aku jajal ing tanjakan-tanjakan dieng karo penumpang 6 wong diwasa , oke-oke wae kok . lan pancen mantep iki mobil",neutral,neutral,positive,neutral,neutral,neutral
memang bagus sih brio pantas laku keras,pancen apik sih brio pantes payu keras,neutral,neutral,positive,neutral,neutral,neutral
"@iip_bados05 bengkel resmi toyota , honda , daihatsu itu standart nya lebih bagus dari bengkel biasa mas , so astrido punya toyota .","@iip_bados05 bengkel resmi toyota , honda , daihatsu iku standarte luwih apik saka bengkel kulina mas , so astrido nduwe toyota .",neutral,neutral,neutral,neutral,neutral,positive
"kalau mengutamakan desain sih ya mending brio saja, tapi kalau dari segi tenaga masih kurang","yen ngutamakake desain sih ya mending brio wae, nanging yen saka segi tenaga isih kurang",neutral,negative,neutral,positive,neutral,neutral
brio mobil nya jelek banget gak bagus .,brio mobile elek banget ora apik .,neutral,neutral,negative,neutral,neutral,neutral
fortuner gaya nya stylish banget cocok buat kamu yang hobi main instagram,fortuner gayane stylish banget cocog kanggo kowe kang hobi dolan instagram,neutral,neutral,neutral,positive,neutral,neutral
"Naik honda beat , saya yang 180 cm berasa abang-abang naik troli bayi .","munggah honda beat , aku kang 180 cm krasa abang-abang munggah troli bayi .",neutral,neutral,negative,neutral,neutral,neutral
kelemahan avanza power nya suka turun kalo sudah panas,kelemahan avanza powere remen mudhun yen wis panas,neutral,negative,neutral,neutral,neutral,neutral
"kemarin gue dapat grab pakai xpander exceed , ternyata jauh lebih nyaman .","wingi aku  oleh grab anggo xpander exceed , jebul adoh luwih kepenak .",neutral,neutral,positive,neutral,neutral,neutral
"pakai hr - v 1.8 merasakan juga kalau mobil ini kabin nya luas , interior nya bagus .","anggo hr -v 1.8 ngrasakake uga yen mobil iki kabine jembar , interiore apik .",neutral,neutral,neutral,positive,neutral,neutral
"Harga yang murah , tapi mesin Avanza bagus juga .","rega kang murah , nanging mesin avanza apik uga .",neutral,positive,neutral,neutral,positive,neutral
Harga nya honda brio rs sayang terlalu mahal menurut saya pribadi .,regane honda brio rs sayang terlalu larang manut aku pribadi .,neutral,neutral,neutral,neutral,negative,neutral
"Kualitas produk , teknologi , hingga suku cadang yang terjamin juga menjadi aspek yang memengaruhi daya tarik Avanza ini juragan","kualitas produk , teknologi , nganti suku cadang kang terjamin uga dadi aspek kang pengaruhi daya tarik avanza iki juragan",neutral,neutral,positive,positive,neutral,neutral
"kalau ada budget lebih pilih Xi saja , tarikan lebih enak dan bertenaga ,","yen ana budget luwih pilih xi wae , tarikan luwih sekeca lan duwe tenaga ,",neutral,positive,neutral,neutral,neutral,neutral
Avanza sangat mendukung profesi yang saya jalani karena bagi seorang mahasiswa seperti saya .,avanza nyengkuyung banget profesi kang aku jalani amarga nggo siji  mahasiswa kaya aku .,neutral,neutral,positive,neutral,neutral,neutral
karakter mesin livina kencang di high rpm atau jarak jauh .,karakter mesin livina kenceng ing high rpm utawa jarak adoh .,neutral,positive,neutral,neutral,neutral,neutral
Avanza keren banget ini mobil . daya tahan mesin nya enggak diragukan . di tanjakan enggak memalukan .,avanza keren banget iki mobil . daya tahan mesine ora diragukake . ing tanjakan ora ngisin-isini .,neutral,positive,positive,neutral,neutral,neutral
"2018 awal mencoba altis gen 11 facelift , rasanya ini mobil makin-makin irit saja .","2018 awal njajal altis gen 11 facelift , rasane iki mobil makin-makin irit wae .",positive,neutral,neutral,neutral,neutral,neutral
"Lawak banget ini ahass honda , cuma setengah hari , ini baru jam 10 , udah gak nerima servis motor lagi ,","lawak banget iki ahass honda , namung setengahing dina , iki nembe jam 10 , wis ora nerima servis montor maneh ,",neutral,neutral,neutral,neutral,neutral,negative
Rush 2018 varian G AT irit bahan bakar .,rush 2018 varian g at irit bahan obong .,positive,neutral,neutral,neutral,neutral,neutral
"Bingung kalo di bengkel takut nya jelek , kalau servis di honda mahal","kedher yen ing bengkel wedine elek , yen servis ing honda larang",neutral,neutral,neutral,neutral,neutral,negative
brio punya fitur keamanan tingkat tinggi yang enggak dimiliki 86 yaitu speed limiter di 145 km / h,brio nduwe fitur kaamanan tingkat dhuwur kang ora diduweni 86 yaiku speed limiter ing 145 km / h,neutral,neutral,neutral,positive,neutral,neutral
Lama banget kerja nya teknisi honda !! Masa iya udah 20 antrean belom disentuh-sentuh motor ku ? Dari jam 10 woi ! Emang kalo servis itu bagus yamaha !,suwe banget gaweyane teknisi honda !! apa iya wis 20 antrean belom disentuh-sentuh montor ku ? saka jam 10 woi ! emang yen servis iku apik yamaha !,neutral,neutral,neutral,neutral,neutral,positive
"Tenaga emang ok , tapi desain pajero kayak banci ... kurang gagah model pajero","tenaga emang ok , nanging desain pajero kaya banci ... kurang gagah modhel pajero",neutral,positive,neutral,negative,neutral,neutral
inden fortuner cepat sekali datangnya cukup 1 bulan saja,inden fortuner cepet banget rawuhe cukup 1 sasi wae,neutral,neutral,neutral,neutral,neutral,positive
"bebek & xenia sama-sama irit juragan , pokok nya Xenia nih","bebek  &  xenia padha-padha irit juragan , pokoke xenia nih",positive,neutral,neutral,neutral,neutral,neutral
Punya beat injeksi irit nya minta ampun dipakai buat kencang juga oke tetapi setir kadang goyang-goyang kayak ban kempes,nduwe beat injeksi irite nyuwun ampun dianggo gawe kenceng uga oke nanging setir kadhang goyang-goyang kaya ban kempes,positive,neutral,neutral,negative,neutral,neutral
saya setuju vario jauh lebih enak dibanding mio,aku setuju vario adoh luwih sekeca dibandhingake mio,neutral,neutral,negative,neutral,neutral,neutral
baru beberapa bulan pakai nmax kok sudah bosan ya .,anyar pirang-pirang sasi anggo nmax kok wis bosan ya .,neutral,neutral,negative,neutral,neutral,neutral
"MOBIL ku xenia 1,3 cc puas banget pakai nya .","mobil ku xenia 1,3 cc marem banget panganggone .",neutral,neutral,positive,neutral,neutral,neutral
vario pokoknya lebih bagus daripada mio dalam segala hal,vario pokoke luwih apik daripada mio jero kabeh bab,neutral,neutral,negative,neutral,neutral,neutral
Xenia kata nya sih lebih irit dan jangan lupa pajak mobil ditentukan juga oleh CC kendaraan,xenia tembunge sih luwih irit lan aja lali pajeg mobil katemtokake uga dening cc kendaraan,positive,neutral,neutral,neutral,neutral,neutral
fun to drive memang honda brio masih lebih fun dari sirion,fun to drive pancen honda brio isih luwih fun saka sirion,neutral,neutral,negative,neutral,neutral,neutral
saya sebener nya juga pengen punya mobil rush dengan desain yang sporty,aku sebenere uga pengen nduwe mobil rush karo desain kang sporty,neutral,neutral,neutral,positive,neutral,neutral
"Bengkel Honda 0001 , ga rekomendasi !! Jelek","bengkel honda 0001 , ora  rekomendasi !! elek",neutral,neutral,neutral,neutral,neutral,negative
kijang innova pokok nya juara mobil mewah tetapi harga nya tidak mahal,kijang innova pokoke juara mobil mewah nanging regane ora larang,neutral,neutral,positive,neutral,positive,neutral
"Honda Vario 125 2018 sangat nyaman dipakai ya , buat menyalip juga enak , mesin nya halus dibandingkan dengan vario lama","honda vario 125 2018 kepenak banget dianggo ya , gawe menyalip uga sekeca , mesine alus dibandhingake karo vario suwe",neutral,positive,positive,neutral,neutral,neutral
"Sudah bensin nya irit , mesin nya bandel . perjalanan semakin lancar . harga jual tidak jatuh , dibanding dengan merek yang lain .","wis bensine irit , mesine bandel . perjalanan tansaya lancar . rega adol ora tiba , dibandhingake karo merek kang liya .",positive,positive,neutral,neutral,positive,neutral
"Perasaan liat di jalan veloz ini padahal baru tapi liat nya biasa aja ya , kurang greget","perasaan liat ing ratan veloz iki padahal anyar nanging liate kulina wae ya , kurang greget",neutral,neutral,negative,neutral,neutral,neutral
"Saya pakai grand livina dari 2008 , km udah hampir 400 ribu . Masih nyaman-nyaman saja , dan irit .","aku anggo grand livina saka 2008 , km wis meh 400 ewu . isih nyaman-nyaman wae , lan irit .",positive,neutral,positive,neutral,neutral,neutral
"nih mobil mantap , diajak mengejar innova masih sanggup . cuma bodi nya saja nih , kurang rigid . kalau dibawa lari di tol melayang .","nih mobil mantep , diajak ngoyak innova isih sanggup . namung bodine wae nih , kurang rigid . yen digawa mlayu ing tol nglayang .",neutral,neutral,positive,negative,neutral,neutral
Tetep kalah telak sama pajero sport,tetep kalah telak padha pajero sport,neutral,neutral,positive,neutral,neutral,neutral
Harga murah adalah salah satu kelebihan Toyota Calya,rega murah yaiku salah siji kaluwihan toyota calya,neutral,neutral,neutral,neutral,positive,neutral
Rush merupakan SUV menengah yang sangat menarik,rush ya iku suv menengah kang menarik banget,neutral,neutral,positive,neutral,neutral,neutral
"Isuzu Panther Grand Touring Tahun 2009 . Mobil tangguh dengan mesin diesel yang irit dan bandel , harga nya cuma 167 Jutaan juragan .","isuzu panther grand touring taun 2009 . mobil tangguh karo mesin diesel kang irit lan bandel , regane namung 167 jutaan juragan .",positive,positive,neutral,neutral,positive,neutral
satu hal yang mungkin dirasa kurang dari xenia ialah dengan beban penuh kapasitas tenaga mobil dirasa kurang maksimal,siji bab kang ndean dirasa kurang saka xenia yaiku karo beban kebak kapasitas tenaga mobil dirasa kurang maksimal,neutral,negative,neutral,neutral,neutral,neutral
scoopy tidak cocok untuk mahasiswa,scoopy ora cocog kanggo mahasiswa,neutral,neutral,negative,neutral,neutral,neutral
mantab review nya ... bener sih kalo masalah handling ga diragukan lagi .. membuat brio fun to drive,mantab reviewe ... bener sih yen masalah handling ora  diragukake maneh .. nggawe brio fun to drive,neutral,neutral,positive,positive,neutral,neutral
"mobil toyota avanza mobil yang murah , tetap tidak murahan .","mobil toyota avanza mobil kang murah , tetep ora murahan .",neutral,neutral,neutral,neutral,positive,neutral
Mobil yang ga pernah gw lirik di jalanan ... mobilio dan brv ... design nya semrawut .. jelek pol,mobil kang ora  tau gw lirik ing ratanan ... mobilio lan brv ... designe semrawut .. elek pol,neutral,neutral,neutral,negative,neutral,neutral
Avanza menjadi lebih praktis dipakai di beragam rute dengan kondisi jalan yang sempit juragan .,avanza dadi luwih praktis dianggo ing macem-macem rute karo kahanan dalan kang ciyut juragan .,neutral,neutral,positive,neutral,neutral,neutral
Fortuner kalo kalian pilih itu pasti ngga bakal nyesel fortuner itu canggih,fortuner yen kowe kabeh pilih iku mesthi ora bakal nyesel fortuner iku canggih,neutral,neutral,positive,neutral,neutral,neutral
yang saya enggak suka dari terios itu kaki-kaki nya yang kurang kuat dan berisik sekali,kang aku ora remen saka terios iku kaki-kakine kang kurang kuwat lan rame banget,neutral,neutral,neutral,negative,neutral,neutral
"punya motor yamaha tidak pernah membuat pusing , karena perawatan yang simple dan murah , serta tak butuh waktu . @YamahaIndonesia #40thYamaha","nduwe montor yamaha ora tau nggawe pusing , amarga pangopenan kang simple lan murah , sarta ora butuh wayah . @yamahaindonesia #40thyamaha",neutral,neutral,neutral,neutral,neutral,positive
Tapi bengkel honda yang di deket ring road ini jelek :|,nanging bengkel honda kang ing deket ring road iki elek :|,neutral,neutral,neutral,neutral,neutral,negative
"cukup impresif , dari sisi harga , kelengkapan dan tentunya engine yang pakai 4 cylinder , saya percaya bakal laku keras .","cukup impresif , saka sisih rega , kelengkapan lan temtune engine kang anggo 4 cylinder , aku pracaya bakal payu keras .",neutral,neutral,neutral,neutral,positive,neutral
Keseluruhan kecewa berat sama honda HRV,sakabehe kuciwa abot padha honda hrv,neutral,neutral,negative,neutral,neutral,neutral
Toyota rush enak dipakai sehari-hari dalam kota dan santai untuk dipakai mudik .,toyota rush sekeca dianggo sadina-dina jroning kutha lan sante kanggo dianggo mudik .,neutral,neutral,positive,neutral,neutral,neutral
"kebetulan gue juga pakai livina dari 2010 . keluhan nya sama , mesin ngelitik padahal sudah bolak-balik beres berapa kali .","kebeneran aku  uga anggo livina saka 2010 . keluhane padha , mesin ngelitik padahal wis bola-bali beres kaping pira .",neutral,negative,neutral,neutral,neutral,neutral
jazz lebih bandel kalo dibanding brio,jazz luwih bandel yen dibandhingake brio,neutral,negative,neutral,neutral,neutral,neutral
"Jangan mau servis di bengkel Toyota, mahalnya kebangetan, pelayanan tidak memuaskan.","aja gelem servis ing bengkel toyota, larange kebangetan, pelayanan ora maremake.",neutral,neutral,neutral,neutral,neutral,negative
"jangan beli brio, kenyamanan nya jelek banget, mending calya selalu enak dibuat ke mana mana .","aja tuku brio, kenyamanane elek banget, mending calya tansah sekeca digawe menyang endi endi .",neutral,neutral,positive,neutral,neutral,neutral
jangan beli mobil produk @DaihatsuInd terutama mobil Xenia karena mesin nya mudah meledak .,aja tuku mobil produk @daihatsuind utamane mobil xenia amarga mesine gampang njeblug .,neutral,negative,neutral,neutral,neutral,neutral
"Untuk bagian safety and security , Grand New Avanza memiliki berbagai fitur yang mendukung keamanan dan keselamatan .","kanggo perangan safety and security , grand new avanza nduweni sawetara fitur kang nyengkuyung kaamanan lan keslametan .",neutral,neutral,neutral,positive,neutral,neutral
Liburan Ke Bali berempat dengan wuling confero s lux+ . BBM yang sangat irit,liburan menyang bali berempat karo wuling confero s lux+ . bbm kang irit banget,positive,neutral,neutral,neutral,neutral,neutral
Terios ini mobil cocok untuk semua medan,terios iki mobil cocog kanggo kabeh medan,neutral,neutral,positive,neutral,neutral,neutral
"Vario ban sudah tubeless dan bensin yang irit ditambah bagasi yang lega , bikin hati gembira dan spirit bahagia .","vario ban wis tubeless lan bensin kang irit ditambah bagasi kang lega , gawe ati seneng lan spirit bahagia .",positive,neutral,neutral,positive,neutral,neutral
"konsumsi bahan bakar Honda mobilio tipe e cvt prestige cukup irit yaitu 14,2 km / liter dengan kecepatan 40 - 60 km / jam .","konsumsi bahan obong honda mobilio tipe e cvt prestige cukup irit yaiku 14,2 km / liter karo kecepatan 40 -60 km / jam .",positive,neutral,neutral,neutral,neutral,neutral
Calya mobil nya irit bahan bakar saya isi penuh bisa buat berkeliling-keliling kota-kota jadi enggak sering mampir ke spbu,calya mobile irit bahan obong aku isining kebak bisa gawe berkeliling-keliling kutha-kutha dadi ora asring mampir menyang spbu,positive,neutral,neutral,neutral,neutral,neutral
SUZUKI ertiga mobil murah tetapi tidak murahan dilihat interior nya mantap .,suzuki ertiga mobil murah nanging ora murahan dideleng interiore mantep .,neutral,neutral,neutral,positive,positive,neutral
Toyota maju dong jgn gitu gitu terus harga mahal tp apa yg di dapet dikit bgt,toyota maju dong aja ngono ngono terus rega larang tp apa kang ing dapet sithik bgt,neutral,neutral,negative,neutral,negative,neutral
"Bengkel mobil Honda yang di Autoland kalau ada problem serius dan kelihatannya akan bebas dari biaya , mereka pasti menolak servis .","bengkel mobil honda kang ing autoland yen ana problem temen lan katone arep mardika saka ragad , dheweke kabeh mesthi nolak servis .",neutral,neutral,neutral,neutral,neutral,negative
Fortuner Mobil irit bahan bakar dan nyaman hanya menggunakan biosolar mobil berjalan dengan sempurna dan terbukti dari Jakarta sampai Surabaya dua kali isi solar dan itupun masih bisa dipakai keliling kota Surabaya .,fortuner mobil irit bahan obong lan kepenak mung migunakake biosolar mobil lumaku karo sampurna lan kabukten saka jakarta tekan surabaya loro kali isi solar lan itupun isih bisa dianggo kliling kutha surabaya .,positive,neutral,positive,neutral,neutral,neutral
"Pokok nya yamaha keren banget semakin di depan tetap yang terbaik motor nya nyaman dipakai , mesin nya halus , mau pria atau perempuan cocok deh pakai yamaha","pokoke yamaha keren banget tansaya ing ngarep tetep kang paling apik montore kepenak dianggo , mesine alus , arep lanang utawa wadon cocog deh anggo yamaha",neutral,positive,positive,neutral,neutral,neutral
Saya tunggu bertahun-tahun . kapan nih Daihatsu Sukabumi punya bengkel yang layak seperti Toyota dan Honda . yang ada sekarang jelek bukan main,aku enteni tetaunan  . kapan nih daihatsu sukabumi nduwe bengkel kang pantes kaya toyota lan honda . kang ana saiki elek por banget,neutral,neutral,neutral,neutral,neutral,negative
"Avanza lari nya juga lumayan kencang , di tol bisa mencapai 140 km / h.","avanza mlayune uga lumayan kenceng , ing tol bisa nggayuh 140 km / h.",neutral,positive,neutral,neutral,neutral,neutral
"buat bensin fortuner enggak usah ditanya , saya isi penuh hari minggu , dan itu bisa dipakai sampai dua minggu ke depan . irit banget kan !","gawe bensin fortuner ora usah ditakoni , aku isining kebak dina ahad , lan iku bisa dianggo tekan rong minggu menyang ngarep . irit banget kan !",neutral,positive,neutral,neutral,neutral,neutral
Paling ok buat jalur semi off road dan tanjakan Terios,paling ok gawe jalur semi off road lan tanjakan terios,neutral,positive,neutral,neutral,neutral,neutral
"dengan desain aerodinamis , yang membuat mobil Grand New Veloz sangat mudah dikendalikan ,","karo desain aerodinamis , kang nggawe mobil grand new veloz gampang banget dikendhaleni ,",neutral,neutral,neutral,positive,neutral,neutral
mobilio bagus purnajual juga oke,mobilio apik purnajual uga oke,neutral,neutral,positive,neutral,positive,neutral
Hrv punya tetangga saya kok shock depan keras ya .,hrv nduwe tetangga aku kok shock ngarep keras ya .,neutral,neutral,neutral,negative,neutral,neutral
"Menurut saya untuk harga mobil sekelas nya , sampai saat ini mungkin IGNIS ini yang paling value for money .","manut aku kanggo rega mobil sekelase , tekan wektu iki ndean ignis iki kang paling value for money .",neutral,neutral,neutral,neutral,positive,neutral
vario jauh lebih gesit daripada mio,vario adoh luwih gesit daripada mio,neutral,negative,neutral,neutral,neutral,neutral
Rush 2018 saya varian G AT suara mesin kasar .,rush 2018 aku varian g at swara mesin kasar .,neutral,negative,neutral,neutral,neutral,neutral
"Avanza cuma menghabiskan sekitar 40 liter bensin untuk 700 km , bung . Irit parah ini sih .","avanza namung ngentekake sawatara 40 liter bensin kanggo 700 km , bung . irit parah iki sih .",positive,neutral,neutral,neutral,neutral,neutral
